id_esito;codice_fiscale_stazione_appaltante;denominazione_stazione_appaltante;nr_lotto;tipo_bando;tipo_settore;oggetto_x;cpv;categoria;rup;cup;cig;data_pubb_esito_scp;luogo_esecuzione;imp_lavori;imp_contrattuale;ribasso_agg;tipo_procedura;asta_elettronica;forcella;appalto_riservato;data_pubb_esito_guue;data_pubb_guri;data_pubb_albo;url_profilo_comm;data_agg_def;termine_pres_dom_off;n_impr_rich;n_impr_inv;n_impr_off;n_impr_amm;criterio_aggiudicazione;data_pres_fine;note_agg;tipo_evento;motivazione;aggiudicatario;url;cfStrutturaProponente;denominazioneStrutturaProponente;oggetto_y;sceltaContraente;importoAggiudicazione;importoSommeLiquidate;dataInizio;dataUltimazione;jsonPartecipanti;jsonAggiudicatari;totalePartecipanti;totaleAggiudicatari;totaleRaggruppamentopartecipanti;totaleRaggruppamentoAggiudicatari;cfPrimoaggiudicatario;denominazionePrimoaggiudicatario
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;376828899F;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;CONSORZIO CARDEA S.C.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50563&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;376834697C;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;S.E.C.A.P.  S.P.A.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50565&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;3768363784;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;I.C.F. S.R.L. IMPRESA DI COSTRUZIONI FERRARA;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50566&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;3768376240;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;BATIMA SOCIETA' COOPERATIVA;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50569&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;37684016E0;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;I.R.M.E. S.R.L;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50570&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;3768421761;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;QUINTINO COSTRUZIONI SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50587&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;376844070F;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;CUDIA IMPIANTI DI CUDIA FRANCESCO;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50589&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;"MANUTENZIONE ORDINARIA EDIFICI MUNICIPALI ANNO 2012 8 LOTTILOTTO 1 CIG 376828899F; LOTTO 2 CIG 376834697C; LOTTO 3 CIG 3768363784; LOTTO 4 CIG 3768376240; LOTTO 5 CIG 37684016E0; LOTTO 6 CIG 3768421761; LOTTO 7 CIG 376844070F; LOTTO 8 CIG 3768451025";45453000-7;;SARDI DARIO;;3768451025;2012-07-23;TORINO;;;;Procedura aperta;No;No;No;;;;;2012-06-14;2012-04-02;;;;;Prezzo più basso;2013-06-29;;Gara aggiudicata;;CO.E.CA. SOCIETA? COOPERATIVA;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50592&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Accordo quadro n. 16/2012 - Affidamento di appalti specifici per le seguenti prestazioni: 1) trasporto e posa in opera di materiale e attrezzature per manifestazioni pubbliche, 2) servizi di trasloco e attività connesse, 3) ritiro e smaltimento beni mobili fuori uso, 4) servizi di sgombero di edifici pubblici e/o alloggi privati, 5) rimozione dehors abusivi - periodo giugno 2012/maggio 2014;63110000-3;Fornitura di servizi;ROSSO Mauro;;40279701FF;2012-07-26;TORINO;;;;Procedura aperta;No;No;No;2012-07-18;2012-03-27;;;2012-06-26;2012-05-14;;;;;Offerta economicamente più vantaggiosa;;;Gara aggiudicata;;A.T.I. TECNOSERVICE S.C. / F.LLI MANCA S.N.C.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=50707&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura aperta n. 2/2012 - Affidamento di un servizio finalizzato alla elaborazione di un masterplan, di un piano economico-finanziario e di un piano di valorizzazione e investimento in merito al progetto di trasformazione urbana della Città di Torino denominato Variante 200;71210000-3;Fornitura di servizi;VIRANO Paola;;32831469C7;2012-09-02;TORINO;;;;Procedura aperta;No;No;No;2012-08-30;2012-01-29;;;2012-07-24;2012-04-16;;;;;Offerta economicamente più vantaggiosa;;;Gara aggiudicata;;R.T.I. RECCHIENGINEERINGSRL/DE ARCHITEKTEN CIE/AVA;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=52854&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Forniture;Ordinario;Procedura aperta n. 30/2012 - Affidamento della fornitura shelf-ready di pubblicazioni italiane e straniere per le biblioteche civiche torinesi;22113000-5;Fornitura di beni;DI PRIMA Graziella;;;2012-09-02;TORINO;;;;Procedura aperta;No;No;No;2012-08-30;2012-05-29;;;2012-07-24;2012-07-09;;;;;Prezzo più basso;;;Gara aggiudicata;;LICOSA Libreria Commissionaria Sansoni S.P.A.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=52858&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Forniture;Ordinario;Procedura aperta n. 30/2012 - Affidamento della fornitura shelf-ready di pubblicazioni italiane e straniere per le biblioteche civiche torinesi;22113000-5;Fornitura di beni;DI PRIMA Graziella;;;2012-09-02;TORINO;;;;Procedura aperta;No;No;No;2012-08-30;2012-05-29;;;2012-07-24;2012-07-09;;;;;Prezzo più basso;;;Gara aggiudicata;;LICOSA Libreria Commissionaria Sansoni S.P.A.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=52860&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Forniture;Ordinario;Procedura aperta n. 30/2012 - Affidamento della fornitura shelf-ready di pubblicazioni italiane e straniere per le biblioteche civiche torinesi;22113000-5;Fornitura di beni;DI PRIMA Graziella;;;2012-09-02;TORINO;;;;Procedura aperta;No;No;No;2012-08-30;2012-05-29;;;2012-07-24;2012-07-09;;;;;Prezzo più basso;;;Gara aggiudicata;;LIBRERIA DEI RAGAZZI S.N.C.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=52862&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Forniture;Ordinario;Procedura aperta n. 30/2012 - Affidamento della fornitura shelf-ready di pubblicazioni italiane e straniere per le biblioteche civiche torinesi;22113000-5;Fornitura di beni;DI PRIMA Graziella;;;2012-09-02;TORINO;;;;Procedura aperta;No;No;No;2012-08-30;2012-05-29;;;2012-07-24;2012-07-09;;;;;Prezzo più basso;;;Gara aggiudicata;;L.S. SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=52865&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PARCO STURA SPONDA DESTRA 1° STRALCIO COMPLETAMENTO;45236230-1;OS24 - Verde e arredo urbano;PALERMO SABINO;;3396042682;2012-10-11;TORINO;;;;Procedura aperta;No;No;No;;2012-01-29;2012-01-29;;2012-09-04;2012-02-27;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;EDIL EUROPA SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=54864&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA N. 35/2012 - MANUTENZIONE STRAORDINARIA EDIFICI SCOLASTICI CIRCOSCRIZIONI 2, 9 E 10 AREA SUD. ANNO 2011;45262522-6;OG2 - Restauro e manutenzione dei beni immobili sottoposti a tutela ai sensi delle disposizioni in m;QUINTO ISABELLA;;3516416E44;2012-10-15;TORINO;;;;Procedura aperta;No;No;No;;2012-04-15;2012-04-15;www.comune.torino.it/appalti;2012-09-04;2012-05-14;;;;;Prezzo più basso;2013-12-30;;Gara aggiudicata;;;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=54965&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;348328628A;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;BORIO GIACOMO SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55046&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;3483357D1E;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;VIGLIETTI ANTONIO & FIGLIO SNC;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55047&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;3483373A53;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;ASFALT CCP SPA;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55049&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;348339192E;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;VIGNERI GIUSEPPE;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55054&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;3483403317;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;NOVARA REALSTRADE SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55055&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;348342553E;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;TORO S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55057&entita=ESITI;00514490010;Citt di Torino;I S PAVIMENTAZIONI VIE STRADE E PIAZZE DELLA CITTA BIL 2011  LOTTO N 6 ULTERIORI OPERE;04PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO;288681.53;270429.65;13/07/2013;22/01/2014;"{""raggruppamento"":[],""partecipante"":[{""codiceFiscale"":""09125460015"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""TORO S.R.L.""}]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""09125460015"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""TORO S.R.L.""}]}";1.0;1.0;0.0;0.0;09125460015;TORO SRL
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;348342553E;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;TORO S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55057&entita=ESITI;00514490010;Citt di Torino;I S PAVIMENTAZIONI VIE STRADE E PIAZZE DELLA CITTA BIL 2011  LOTTO N 6  APPROVAZIONE VARIANTE AI SENSI ART 132 C1 LETT B DLVO 16306  ;04PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO;76016.22;75789.42;26/11/2013;22/01/2014;"{""raggruppamento"":[],""partecipante"":[{""codiceFiscale"":""09125460015"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""TORO S.R.L.""}]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""09125460015"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""TORO S.R.L.""}]}";1.0;1.0;0.0;0.0;09125460015;TORO SRL
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;3483447765;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;OMNIA COSTRUZIONI SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55060&entita=ESITI;00514490010;Citt di Torino;I S PAVIMENTAZIONI VIE STRADE E PIAZZE DELLA CITTA BIL 2011  LOTTI N 7  ULTERIORI OPERE;04PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO;263039.62;262727.95;07/09/2013;18/01/2014;"{""raggruppamento"":[],""partecipante"":[{""codiceFiscale"":""09371420010"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""OMNIA COSTRUZIONI S.R.L.""}]}";"{""aggiudicatarioRaggruppamento"":[],""aggiudicatario"":[{""codiceFiscale"":""09371420010"",""identificativoFiscaleEstero"":null,""ragioneSociale"":""OMNIA COSTRUZIONI S.R.L.""}]}";1.0;1.0;0.0;0.0;09371420010;OMNIA COSTRUZIONI SRL
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;3483453C57;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;ROSSI COSTRUZIONI GENERALI  S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55062&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;348346349A;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;NEW GROUP INFRASTRUTTURE SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55063&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;34834791CF;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;MASSANO SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55064&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;3483495EFF;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;SIRAMVIN S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55066&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;INTERVENTI STRAORDINARI SULLE PAVIMENTAZIONI DELLE VIE. STRADE E PIAZZE DELLA CITTA'. BILANCIO 2011 - 12 LOTTI;45233141-9;;BERTASIO ROBERTO;;3483506815;2012-10-17;TORINO;;;;Procedura aperta;No;No;No;;2012-04-26;;www.comune.torino.it;2012-09-04;2012-06-13;;;;;Prezzo più basso;2013-10-30;;Gara aggiudicata;;SOVESA SRL;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55067&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - APPALTI LAVORI PUBBLICI;;Lavori;Ordinario;PROCEDURA APERTA N. 83/2012 PTI SOSTENIBILITA' ENERGETICA COME FATTORE DI SVILUPPO - UN PIANO PER TORINO. INTERVENTI EFFICIENZA ENERAGETIC SMI MARCONI - VIA ASIGLIANO VERCELLESE 20.;45262522-6;OG1 - Edifici civili e industriali;QUINTO ISABELLA;;3442978353;2012-10-22;TORINO;;;;Procedura aperta;No;No;No;;2012-05-06;2012-05-06;www.comune.torino.it/appalti;2012-10-02;2012-06-04;;;;;Prezzo più basso;2014-02-27;;Gara aggiudicata;;CONSORZIO STABILE PEDRON;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55285&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;Procedura ristretta n. 28/2012 - Affidamento della gestione del servizio Centro Lavoro Torino;79634000-7;Fornitura di servizi;SPESSA Maria Dolores;;4049986A2A;2012-10-28;TORINO;;;;Procedura ristretta;No;No;No;2012-10-14;2012-05-17;;;2012-10-02;2012-06-04;;;;;Offerta economicamente più vantaggiosa;;;Gara aggiudicata;;A.T.I. CAREER COUNSELING SRL (Capogruppo) / O.R.SO;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55398&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;PROCEDURA APERTA 40/2012 - SERVIZIO DI AFFISSIONE MANIFESTI SU IMPIANTI DI PROPRIETA' COMUNALE, MANUTENZIONE/MOVIMENTAZIONE IMPIANTI E RIMOZIONE DELLA PUBBLICITA' ABUSIVA.;79824000-6;Fornitura di servizi;VITROTTI DANIELA MARIA;;41126813B9;2012-11-04;TORINO;;;;Procedura aperta;No;No;No;2012-11-08;2012-06-07;;;2012-10-16;2012-09-03;;;;;Offerta economicamente più vantaggiosa;;;Gara aggiudicata;;A.R. PROMOTION S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55604&entita=ESITI;;;;;;;;;;;;;;;;
;00514490010;CITTA' DI TORINO - FORNITURE E SERVIZI;;Servizi;Ordinario;PROCEDURA APERTA 40/2012 - SERVIZIO DI AFFISSIONE MANIFESTI SU IMPIANTI DI PROPRIETA' COMUNALE, MANUTENZIONE/MOVIMENTAZIONE IMPIANTI E RIMOZIONE DELLA PUBBLICITA' ABUSIVA.;79824000-6;Fornitura di servizi;VITROTTI DANIELA MARIA;;4112771DFB;2012-11-04;TORINO;;;;Procedura aperta;No;No;No;2012-11-08;2012-06-07;;;2012-10-16;2012-09-03;;;;;Offerta economicamente più vantaggiosa;;;Gara aggiudicata;;ESTERNA S.R.L.;https://www.serviziocontrattipubblici.it/PubbAvvisiBandiEsiti/GetScheda.do?codice=55607&entita=ESITI;;;;;;;;;;;;;;;;
